"DealerName","DealerGuid","DealerId","Website","Domain","AntalBiler"
"Nellemann A/S","3440bda5-fbd8-df11-a986-0025b3e6b7d8","2475","https://nellemann.dk/biler/","nellemann.dk","2"
"Pedersen & Nielsen A/S Aalborg","6f6469bb-ffca-df11-9e98-0025b3e6b7d8","2905","https://www.autohus.dk","autohus.dk","2"
"Uggerhøj A/S","716469bb-ffca-df11-9e98-0025b3e6b7d8","2910","https://www.uggerhoej.dk/","uggerhoej.dk","2"
"Skoda Nørresundby","886469bb-ffca-df11-9e98-0025b3e6b7d8","2930","https://www.skoda-norresundby.dk/","skoda-norresundby.dk","2"
"P. Christensen, Skejby A/S","06314136-fdca-df11-9e98-0025b3e6b7d8","2414","https://www.pchristensen.dk/","pchristensen.dk","2"
"Bjarne Nielsen A/S","e8340792-1ea8-4245-a006-a4b72bb0aa21","22074","https://www.bn.dk/","bn.dk","2"
"Terminalen Aarhus A/S","0b314136-fdca-df11-9e98-0025b3e6b7d8","5183","https://www.terminalen.dk/alle-brugte-biler","terminalen.dk","2"
"Bilhuset Biersted A/S","d06469bb-ffca-df11-9e98-0025b3e6b7d8","2984","https://bilhuset-biersted.dk/biler-til-salg/","bilhuset-biersted.dk","2"
"Vangskov Biler A/S","c1321f79-a116-e211-bd40-d8d385a4b8b6","10700","https://www.vangskovbiler.dk/","vangskovbiler.dk","2"
"Krogsgaard-Jensen Automobiler","00314136-fdca-df11-9e98-0025b3e6b7d8","1391","https://www.krogsgaard-biler.dk","krogsgaard-biler.dk","2"
"REA Erhvervsbiler A/S - Odense","34f21e3d-f51f-44a3-a5d9-cd7736d6bfc2","22119","https://www.rea.as/","rea.as","2"
"Kragelund Biler","ad343be6-2c62-421c-b3fc-cc0b61e06b4f","20654",,"","2"
"Van Mossel Hillerød","e928ffe4-ae6c-e911-9852-0050568635ef","12708","https://www.vanmossel.dk/","vanmossel.dk","2"
"P. Christensen A/S","c24f2c48-fdca-df11-9e98-0025b3e6b7d8","1083","https://pchristensenbrugtebiler.dk","pchristensenbrugtebiler.dk","2"
"Andersen Biler A/S -  Ford København","2a33bb90-5dd3-e211-9efd-0050568635ef","10829","https://www.andersenbiler.dk/","andersenbiler.dk","2"
"GLOSTRUP BILER APS","ae40b438-7c18-e811-974b-0050568635ef","12325","http://www.glostrupbiler.dk/","glostrupbiler.dk","2"
"Dansk Auto Leasing ApS","8fd0ea55-ffca-df11-9e98-0025b3e6b7d8","8954","http://www.danskautoleasing.dk/","danskautoleasing.dk","2"
"Flexlease.nu Viby","514f881d-8e39-462d-94d1-5be355c05e3f","20307","https://www.flexlease.nu/","flexlease.nu","2"
"Ousted Biler","308dd5b8-4cfe-e911-9c74-0050568635ef","12884","https://www.oustedbiler.dk/","oustedbiler.dk","2"
"Breinholt & Ree Leasing","1208a58b-ffca-df11-9e98-0025b3e6b7d8","9487","http://www.breinholt.com/","breinholt.com","2"
"Jacon Biler A/S","47f14830-fdca-df11-9e98-0025b3e6b7d8","3555","https://www.jacon.dk/","jacon.dk","2"
"Stengaard Biler","c5613345-a507-e611-9d07-0050568635ef","11704","https://www.stengaardbiler.dk/","stengaardbiler.dk","2"
"Krogsgaard-Jensen Automobiler","2ef14830-fdca-df11-9e98-0025b3e6b7d8","1060","https://www.krogsgaard-biler.dk","krogsgaard-biler.dk","2"
"Top Car ApS","79edfac3-caa3-e911-9877-0050568635ef","12783","http://www.topcar.dk/","topcar.dk","2"
"Audi Amager - en del af Semler Mobility","2e93f24f-ffca-df11-9e98-0025b3e6b7d8","8724","https://www.semlermobility.dk/find-bil/?brands=audi&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=audi-amager","semlermobility.dk","2"
"Hansen Biler A/S","d9502c48-fdca-df11-9e98-0025b3e6b7d8","4712","https://www.hansen-biler.dk/","hansen-biler.dk","2"
"N.E.H BILER ApS.","818eb21e-1b0e-e311-9efe-0050568635ef","10873","http://www.nehbiler.dk/","nehbiler.dk","2"
"Sydbyensbiler Aps","32c6f0ea-d822-e811-974b-0050568635ef","12340",,"","2"
"First biler","478b4c33-2bb1-4b71-821f-e9717edec430","22051",,"","2"
"Tyttes Auto","d8f14830-fdca-df11-9e98-0025b3e6b7d8","5976","https://tyttesauto.dk/","tyttesauto.dk","2"
"Søndergaard Biler ApS","8de778af-ffca-df11-9e98-0025b3e6b7d8","7496","https://www.sondergaard-biler.dk/","sondergaard-biler.dk","2"
"Volkswagen Hillerød - en del af Semler Mobility","c5f14830-fdca-df11-9e98-0025b3e6b7d8","1234","https://www.semlermobility.dk/find-bil/?brands=volkswagen&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=vw-hiller%C3%B8d","semlermobility.dk","2"
"Brdr. Jensen, Last- og varebiler A/S","71512c48-fdca-df11-9e98-0025b3e6b7d8","5679","https://www.jensenas.dk/","jensenas.dk","2"
"Brdr. Dan biler A/S","86683aa9-3fb8-4a0e-9506-be09abe9eb4e","20168","https://www.Brdr-Danbiler.dk","brdr-danbiler.dk","2"
"Løgstør Autoværksted A/S","140406ed-0cd8-e211-9efd-0050568635ef","10841","https://www.autofjerritslev.dk/","autofjerritslev.dk","2"
"V.egense Auto ApS","00340f38-ffca-df11-9e98-0025b3e6b7d8","8011","http://www.veauto.dk/","veauto.dk","2"
"Autolounge ApS","ffd9ae64-b83d-4231-9ffa-56a449070536","20402","https://www.autolounge.dk/","autolounge.dk","1"
"Koch Biler A/S - Aarhus Nord","dbcfc5ff-576f-483c-a77e-537b9c42875f","20041","https://www.kochbiler.dk/","kochbiler.dk","1"
"clean star biler","7a61d0f9-5224-4070-80ba-3679cbad5314","22142",,"","1"
"EB Biler ApS","8fe80bfb-efa2-4275-bd2d-00f8f3a7726c","20985",,"","1"
"TK Auto Trade ApS","12b93d54-b372-490c-bea4-d23abf34d923","20986","https://www.tkautotrade.dk","tkautotrade.dk","1"
"M-L Automobiler ApS","5be82785-7f8a-4bd1-a9f1-095b8dfe126c","20952","https://www.m-l-automobiler.dk/","m-l-automobiler.dk","1"
"EB Auto","239afe3a-e893-4d3d-8abd-08df0d057ebd","22090","https://ebauto.dk","ebauto.dk","1"
"S.A.S. Biler","8006e216-bf38-4496-bc5b-a6f96ccae9a5","20900",,"","1"
"Ejner Hessel Næstved","12fafcf1-b6ab-e011-af35-d8d385a4b8b6","10161","https://www.hessel.dk","hessel.dk","1"
"Fredericia Automobiler ApS","52912009-90d0-4dbe-9384-0b5e6080c709","20521",,"","1"
"Guldhøj invest aps","710162b9-01f7-4b63-8ce3-53bc5801fc3f","20514",,"","1"
"CarGuys.dk ApS","1a9a4ff3-b51d-4962-a1eb-9d079d39bcd9","22034","http://car-guys.dk/","car-guys.dk","1"
"Vip biler ApS","245492f2-7de8-4c7c-ac05-9ee4bb990d9d","20276","http://www.vipbiler.dk","vipbiler.dk","1"
"Stjerne Import ApS","03958b4d-e4ef-43ef-b8f2-493c184b779a","20479","https://www.stjerneimport.dk/","stjerneimport.dk","1"
"Nordjysk Autocenter","65e529ed-28a1-ec11-8517-0050568649c9","14680",,"","1"
"Sø Biler & Klargøring","78448e86-21cb-4a1f-bb3c-f93a5460e9a7","20743",,"","1"
"MyEcar ApS","1ce76297-14eb-49d5-a963-cf6289b999ec","22055","https://myecar.dk/","myecar.dk","1"
"Nul-emission ApS","57ec76dc-a561-4b29-9e6c-4718930aa5ab","20459","https://www.nul-emission.dk/","nul-emission.dk","1"
"PM BILER ApS","ded6d9b5-fb8c-474f-b615-a15eac37a1f7","22043","https://pmbiler.dk","pmbiler.dk","1"
"Karvil Biler A/S","bcea2ed4-26a2-4f6a-905d-fdbd3470060f","20222","https://www.als-motor.dk/","als-motor.dk","1"
"Car Choice","5dded0da-b0b5-44d3-9a60-40ba3653ec79","20580","https://www.carchoice.dk","carchoice.dk","1"
"V-Motors ApS","66c91e4c-efd1-483a-9dc9-a592473d0da2","20351",,"","1"
"Billigbil.nu","ab39b460-068b-4c1f-9a08-c9d7237a562e","22013","https://billigbil.nu","billigbil.nu","1"
"M-Trade ApS","a739ec3e-9fdd-4e89-afe9-968b6ffcf5cb","20545","https://mtrade.dk/","mtrade.dk","1"
"A-Leasing Vans","cf835593-0b0c-498c-839a-a6beb27285a5","20727","https://a-leasing.dk/vans/","a-leasing.dk","1"
"Jkautoekspert ApS","936f7c61-44bc-474e-8ea3-f4623c39414c","22041","https://www.jkautoekspert.dk/","jkautoekspert.dk","1"
"Skiftbil.nu","7866a7ec-898b-49a2-8bfa-98bdb7038277","20831","https://www.skiftbil.nu","skiftbil.nu","1"
"Autohuset Ishøj ApS","78227be1-cfbf-ec11-9062-0050568649c9","14706","https://www.autohusetishoj.dk/","autohusetishoj.dk","1"
"Din Bilpleje","efa195fb-5397-4fc6-92bb-3c22f4964449","20882",,"","1"
"TecNdrive ApS","59c89288-1ab0-4200-9aa4-f49aa2e57a49","20371","https://www.TecNdrive.dk","tecndrive.dk","1"
"Im Auto - Salg og Eksport ApS","ad865e39-342f-4094-8337-ddbf1142b97c","20835","https://www.Im-auto.dk","im-auto.dk","1"
"Top Biler ApS","9c2ad46a-e58b-4175-b499-1bf941e06c39","20027","https://www.top-biler.dk/","top-biler.dk","1"
"Garage 24 ApS","c679d757-0245-4a77-9bf0-c0662c052281","22130","http://garage24.dk","garage24.dk","1"
"Procar A/S","8e3003d8-7610-4624-9e46-339465cfc756","20804","https://procar-automobiler.dk","procar-automobiler.dk","1"
"Škoda Risskov - en del af Semler Mobility","7894a4b8-59c0-e111-a5b6-d8d385a4b8b6","10506","https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-risskov","semlermobility.dk","1"
"SZK Biler Aps","93baaca0-de94-4a9a-a3e5-1b8076c6ebdc","20244",,"","1"
"Karvil Biler A/S","792956ce-9a34-43b0-89bd-76019526f2dd","20220","https://www.als-motor.dk/","als-motor.dk","1"
"Bilvejledning.dk","244f8230-dff0-492d-af4e-782d232c7440","20686","https://www.bilvejledning.dk/","bilvejledning.dk","1"
"JH BILER APS","032e6ae7-0377-448a-9980-717c21793130","20949",,"","1"
"Alex Biler","c8272ef5-260a-48fc-a0d2-1b7aad4e6f08","20062",,"","1"
"Škoda Højbjerg - en del af Semler Mobility","aa6af710-5bc0-e111-a5b6-d8d385a4b8b6","10507","https://www.skoda-hoejbjerg.dk/https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-h%C3%B8jbjerg","skoda-hoejbjerg.dk","1"
"Invest Auto ApS","15ea282b-d964-4a09-a76b-d5f157f4ad71","22129","https://www.investauto.dk/","investauto.dk","1"
"Langes Biler Aps","4c74a1ce-8208-4ea2-8c78-dd82423e505f","20360",,"","1"
"Roskilde Biler","56db8d8b-2d78-4d53-abe1-2c2044f65c1d","20325",,"","1"
"M.T.K AutoGroup","6fcb595d-1fe3-43e1-97ce-b354a584896f","20323","https://mtk-group.dk/","mtk-group.dk","1"
"Brdr. Dan Biler A/S","191efba4-296b-47e4-8ab4-b56577bf0dd0","20769","https://www.brdr-danbiler.dk/","brdr-danbiler.dk","1"
"Himmelflugt Biler","ec8a54c4-ecfd-4da5-92db-629a5cb64a94","22149","https://himmelflugtbiler.dk","himmelflugtbiler.dk","1"
"NORDJYSK MOTOR CO. ApS","599020f4-3f93-e011-914a-d8d385a4b8b6","10140","http://www.nmco.dk/","nmco.dk","1"
"Valby Auto ApS","ae9d3ff3-2299-45a3-be44-28cbd1b45fdd","20874","https://www.valbyauto.dk/","valbyauto.dk","1"
"WK Biler ApS","3e258043-27c0-e111-a5b6-d8d385a4b8b6","10503","http://www.wkbiler.dk/","wkbiler.dk","1"
"Kims Autocenter ApS","6fcd1df4-6f01-4928-a497-2c1f14a090a8","20502","https://www.kimsautocenter.dk/","kimsautocenter.dk","1"
"LK Automobiler ApS","516e0cc5-b290-4bd8-b157-bb2c78dfd3a9","20575","https://www.lkautomobiler.dk","lkautomobiler.dk","1"
"Renes Biler Engros A/S","1ff6c125-562a-e011-b84c-d8d385a4b8b6","10894","https://www.renesbiler.dk","renesbiler.dk","1"
"Preloved Cars","3f00f797-eaad-4e9f-a4e6-8198fd56ce80","22093","https://www.prelovedcars.dk/","prelovedcars.dk","1"
"Hellerup Motors ApS","fc784126-544b-48d4-9dfb-3558f14d88f6","20955","https://www.hellerupmotors.dk","hellerupmotors.dk","1"
"DM Biler","1ff0c7fb-d993-4aa0-8dc3-0d8c640f4c89","20314",,"","1"
"Recars.dk","5217a0ca-5b95-429f-8607-f08356410b2a","20397","https://Recars.dk","recars.dk","1"
"Bang & Salomonsen ApS","c7c26ea4-22db-43d5-ab35-809ce6dd69e3","22122","https://bangsalomonsen.dk","bangsalomonsen.dk","1"
"Ejner Hessel TRP Brande","ac0a06af-c0c2-4676-b584-36163e570f1d","20152","https://Hessel.dk","hessel.dk","1"
"Auto Group Nordvest - Volkswagen Erhvervsbiler","dfccf9e6-b8fc-4d58-8d89-0c8f8c8262ef","20892","https://www.agn.dk","agn.dk","1"
"Autoservice Køge Aps","3b80b231-79f5-e011-af35-d8d385a4b8b6","10246","https://www.autoservicekoege.dk/","autoservicekoege.dk","1"
"Øverup ApS","82c7b598-8782-47d8-8437-8c27cbca0eb3","20917",,"","1"
"Importbilen","a0c6ba6b-ba61-e011-b84c-d8d385a4b8b6","10090","http://importbilen.com/","importbilen.com","1"
"RH Biler","f66ac814-c52a-4918-b570-2d7e1805404d","20914",,"","1"
"City Autohouse ApS","102dfc8d-1bba-45bb-aa5a-df2e5c8ad9e7","22028","http://www.cityautohouse.dk/","cityautohouse.dk","1"
"Bilcentret Holte ApS","c3d74f00-db35-4ad3-8bc4-b00973f941cd","20044","https://www.bilcentretholte.dk/","bilcentretholte.dk","1"
"Silkeborg Automobiler","718ec4d9-c539-e011-b84c-d8d385a4b8b6","10012","https://www.silkeborg-automobiler.dk/","silkeborg-automobiler.dk","1"
"Cars2u","5792b33d-562a-e011-b84c-d8d385a4b8b6","9698","http://www.cars2u.dk/","cars2u.dk","1"
"Apollo Auto Service","80991424-4ca4-4ef2-aa01-c4c14d1ea00c","22134",,"","1"
"Bilhuset Adea ApS","4628b25c-1d30-454a-8cf9-b1d97791dd9e","22037","https://www.bilhusetadea.dk","bilhusetadea.dk","1"
"Drivetech ApS - Din Bilpartner Lolland","2f877648-3723-4272-bac9-c79918251fca","20787",,"","1"
"BJ CARS Aps","fbf8f65b-1eea-4486-9625-d33b7ee8a884","20594","https://www.bjcars.dk/","bjcars.dk","1"
"Lotus Aalborg","6bb2cf12-6e4c-4cfc-a63a-7f22f7dcb412","22083","https://lotusaalborg.dk/","lotusaalborg.dk","1"
"Eslineauto","fe6f5615-d3a3-4c4a-9a57-7e71e2da6688","20230",,"","1"
"Car Collective","d7fd688b-d8fa-43f6-8eb8-d37b352ba154","22030","https://www.carcollective.dk","carcollective.dk","1"
"MJ-Biler","c9a4401e-2109-463e-9b05-ee6ecc694f2f","20245",,"","1"
"Bent Pedersen AS","858c7ae3-fdca-df11-9e98-0025b3e6b7d8","7575","https://www.bent-pedersen.dk/","bent-pedersen.dk","1"
"Auto-Centralen Aalborg A/S","488e7ae3-fdca-df11-9e98-0025b3e6b7d8","7598","https://www.autocentralen.dk/","autocentralen.dk","1"
"BV-Biler","71ca72e9-fdca-df11-9e98-0025b3e6b7d8","7543","https://www.bvbiler.dk/","bvbiler.dk","1"
"Jacks Biler","aa4c82dd-fdca-df11-9e98-0025b3e6b7d8","6925","http://www.jacksbiler.dk/","jacksbiler.dk","1"
"KD Auto & Handel","ce8a7ae3-fdca-df11-9e98-0025b3e6b7d8","7874",,"","1"
"Bilhuset Elmer A/S","108c7ae3-fdca-df11-9e98-0025b3e6b7d8","7863","https://www.bilhusetelmer.dk","bilhusetelmer.dk","1"
"Jens Fisker Automobiler A/S","619274ef-fdca-df11-9e98-0025b3e6b7d8","7904","https://www.jensfisker.dk/","jensfisker.dk","1"
"Poul Nielsen Automobiler ApS","50be4d25-feca-df11-9e98-0025b3e6b7d8","1663","http://www.poulnielsen.dk/","poulnielsen.dk","1"
"Autogården","6d3a1f49-feca-df11-9e98-0025b3e6b7d8","8600","https://www.autogaardensørby.dk/","autogaardensørby.dk","1"
"Herlev Biler","bc75174f-feca-df11-9e98-0025b3e6b7d8","11247","http://www.herlevbiler.dk/","herlevbiler.dk","1"
"Driveinbiler.dk","d65a7001-feca-df11-9e98-0025b3e6b7d8","7937","https://www.driveinbiler.dk/","driveinbiler.dk","1"
"Lindholm Auto","ff5a7001-feca-df11-9e98-0025b3e6b7d8","8085","https://www.lhauto.dk/","lhauto.dk","1"
"Holsted Biler","00bb4d25-feca-df11-9e98-0025b3e6b7d8","7669","http://www.holstedbiler.dk/","holstedbiler.dk","1"
"BF Biler","19ac87d7-fdca-df11-9e98-0025b3e6b7d8","7432","https://www.bf-biler.dk/","bf-biler.dk","1"
"Kongeå Trailercenter A/S","fdd3d29b-fdca-df11-9e98-0025b3e6b7d8","6534","https://www.kongeaa.dk/","kongeaa.dk","1"
"Autocenter Herlev","b20fcba1-fdca-df11-9e98-0025b3e6b7d8","6930","https://www.autocenterherlev.dk/","autocenterherlev.dk","1"
"HC Auto A/S","07f3bdad-fdca-df11-9e98-0025b3e6b7d8","6976","https://www.hcautoodder.dk/","hcautoodder.dk","1"
"Marcussen Automobiler","f6140f66-fdca-df11-9e98-0025b3e6b7d8","6942","http://www.marcussen-biler.dk/","marcussen-biler.dk","1"
"TK Bilsalg Aps.","2492ff71-fdca-df11-9e98-0025b3e6b7d8","1717","https://www.tkbilsalg.dk/","tkbilsalg.dk","1"
"Bilhuset Elmer A/S","27d3f47d-fdca-df11-9e98-0025b3e6b7d8","1043","https://www.bilhusetelmer.dk/","bilhusetelmer.dk","1"
"Bilenberg biler","d130b6b3-fdca-df11-9e98-0025b3e6b7d8","7037",,"","1"
"Varebil-Leasing Kolding ApS","57b1a6bf-fdca-df11-9e98-0025b3e6b7d8","7271","https://www.varebil-leasing.dk/","varebil-leasing.dk","1"
"Byens Autocenter","266e8fd1-fdca-df11-9e98-0025b3e6b7d8","6347","http://www.byens-autocenter.dk/","byens-autocenter.dk","1"
"Bilhuset Haldrup Hobro A/S","466f8fd1-fdca-df11-9e98-0025b3e6b7d8","3072","https://www.bilhuset-haldrup.dk/","bilhuset-haldrup.dk","1"
"MKA Biler ApS","f66eaeb9-fdca-df11-9e98-0025b3e6b7d8","7647",,"","1"
"3S bilsalg ApS","776faeb9-fdca-df11-9e98-0025b3e6b7d8","6845","https://www.3sbilsalg.dk/","3sbilsalg.dk","1"
"Bonde Auto ApS","6caea6bf-fdca-df11-9e98-0025b3e6b7d8","6891","https://www.bondeauto.dk/","bondeauto.dk","1"
"Emmerske Biler ApS","30e778af-ffca-df11-9e98-0025b3e6b7d8","5361","https://www.emmerske-biler.dk/","emmerske-biler.dk","1"
"Bent Pedersen AS","7ce778af-ffca-df11-9e98-0025b3e6b7d8","2145","https://www.bent-pedersen.dk/","bent-pedersen.dk","1"
"CB Auto Ribe ApS","38e878af-ffca-df11-9e98-0025b3e6b7d8","2245","https://www.cbauto.dk/","cbauto.dk","1"
"KP Nissen & Søn Aarøsund A/S","11e778af-ffca-df11-9e98-0025b3e6b7d8","6294","http://www.kpnissen.dk/","kpnissen.dk","1"
"Autohuset Vestergaard A/S","1fe778af-ffca-df11-9e98-0025b3e6b7d8","2074","https://autohuset-vestergaard.dk/","autohuset-vestergaard.dk","1"
"Gunner Due Biler Roskilde A/S","27e778af-ffca-df11-9e98-0025b3e6b7d8","1452","https://www.gunnerdue.dk/","gunnerdue.dk","1"
"Diagonalvejens Auto","742471b5-ffca-df11-9e98-0025b3e6b7d8","4747","https://www.da-auto.dk/","da-auto.dk","1"
"Mogens Christensen Viborg A/S","d72671b5-ffca-df11-9e98-0025b3e6b7d8","2587","https://www.mogenschristensen-viborg.dk/","mogenschristensen-viborg.dk","1"
"Uggerhøj Herning A/S","7b6369bb-ffca-df11-9e98-0025b3e6b7d8","2755","https://www.uggerhoej.dk","uggerhoej.dk","1"
"G. Bech Hansen A/S","8a6369bb-ffca-df11-9e98-0025b3e6b7d8","2771","https://g-bech-hansen.peugeot.dk/ringkobing/","g-bech-hansen.peugeot.dk","1"
"Vestergaards Autohandel","052671b5-ffca-df11-9e98-0025b3e6b7d8","2510","https://www.va-r.dk/","va-r.dk","1"
"Bilhuset Haldrup Randers A/S","332671b5-ffca-df11-9e98-0025b3e6b7d8","2522","https://www.bilhuset-haldrup.dk/","bilhuset-haldrup.dk","1"
"Jørgen Olsen Automobiler A/S","d42671b5-ffca-df11-9e98-0025b3e6b7d8","2585","https://www.jorgenolsen.dk/","jorgenolsen.dk","1"
"Autoleth A/S","07e778af-ffca-df11-9e98-0025b3e6b7d8","2042","http://www.autoleth.dk/","autoleth.dk","1"
"Jens Munk Automobiler ApS","e65066e4-feca-df11-9e98-0025b3e6b7d8","8540","https://jensmunkauto.dk/","jensmunkauto.dk","1"
"JS Carline","1053fa49-ffca-df11-9e98-0025b3e6b7d8","9208","https://jscarline.dk/","jscarline.dk","1"
"Autohuset Fredensborg","3891f24f-ffca-df11-9e98-0025b3e6b7d8","9015","http://www.autohusetfredensborg.dk/","autohusetfredensborg.dk","1"
"Bergmann Biler","9c2fc290-feca-df11-9e98-0025b3e6b7d8","8885","https://www.bergmannbiler.dk/","bergmannbiler.dk","1"
"HT Auto","3130c290-feca-df11-9e98-0025b3e6b7d8","8705","https://www.htauto.dk","htauto.dk","1"
"Norddjurs Auto & Marine ApS","3d30c290-feca-df11-9e98-0025b3e6b7d8","8771","https://www.norddjursbilcenter.dk/","norddjursbilcenter.dk","1"
"Audi Holbæk - en del af Semler Mobility","2593f24f-ffca-df11-9e98-0025b3e6b7d8","8726","https://www.semlermobility.dk/find-bil/?brands=audi&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=audi-holbæk","semlermobility.dk","1"
"Nordens Biler ApS","850786a3-ffca-df11-9e98-0025b3e6b7d8","9560","https://www.nordensbiler.dk/","nordensbiler.dk","1"
"Bjarne Nielsen A/S","96e678af-ffca-df11-9e98-0025b3e6b7d8","1242","https://www.bn.dk/","bn.dk","1"
"Vejlebo & Larsen ApS","a6e678af-ffca-df11-9e98-0025b3e6b7d8","1278","https://www.vejlebolarsen.dk/","vejlebolarsen.dk","1"
"Holmland Biler ApS","430ec473-ffca-df11-9e98-0025b3e6b7d8","9069","https://holmlandbiler.dk","holmlandbiler.dk","1"
"NY Biler","52c9ac85-ffca-df11-9e98-0025b3e6b7d8","9490",,"","1"
"DK Automobiler A/S","0e499d91-ffca-df11-9e98-0025b3e6b7d8","9520","https://www.dkautomobiler.dk/","dkautomobiler.dk","1"
"Frimann Hansen Automobiler – Slagelse","7e110f66-fdca-df11-9e98-0025b3e6b7d8","1544","https://www.frimann-hansen.dk/","frimann-hansen.dk","1"
"Arne Stubbe Automobiler A/S","10f14830-fdca-df11-9e98-0025b3e6b7d8","1408","http://www.stubbe.dk/","stubbe.dk","1"
"Brørup Bilcenter ApS","49f14830-fdca-df11-9e98-0025b3e6b7d8","3831","https://www.brorupbiler.dk/","brorupbiler.dk","1"
"Poul Larsen A/S","5ef14830-fdca-df11-9e98-0025b3e6b7d8","2906","http://www.poullarsenas.dk","poullarsenas.dk","1"
"Bojsen Biler A/S","ddf04830-fdca-df11-9e98-0025b3e6b7d8","2792","https://www.bojsenbiler.dk/","bojsenbiler.dk","1"
"Mogens Schelde Hansen A/S","f9f04830-fdca-df11-9e98-0025b3e6b7d8","2130","https://www.mogensscheldehansen.dk/","mogensscheldehansen.dk","1"
"BILBOEL A/S","04f14830-fdca-df11-9e98-0025b3e6b7d8","1926","https://www.bilboel.dk/","bilboel.dk","1"
"Dahl Pedersen A/S","99f14830-fdca-df11-9e98-0025b3e6b7d8","2588","https://www.dahlpedersen.dk/","dahlpedersen.dk","1"
"Autohuset Herning","32f24830-fdca-df11-9e98-0025b3e6b7d8","5006","http://www.autohusetherning.dk/","autohusetherning.dk","1"
"Alnor Biler","36f24830-fdca-df11-9e98-0025b3e6b7d8","5063","https://www.alnorbiler.dk/","alnorbiler.dk","1"
"Gråskov Biler","48f24830-fdca-df11-9e98-0025b3e6b7d8","4877","http://www.graaskovbiler.dk/","graaskovbiler.dk","1"
"Brdr. Dan Biler A/S","aef14830-fdca-df11-9e98-0025b3e6b7d8","8931","https://www.brdr-danbiler.dk/","brdr-danbiler.dk","1"
"Suzuki Frederikssund","f9f14830-fdca-df11-9e98-0025b3e6b7d8","1263","https://www.kloeauto.dk/","kloeauto.dk","1"
"SB Biler","26f24830-fdca-df11-9e98-0025b3e6b7d8","6607",,"","1"
"Autohandelsselskabet Aps","06b3502a-fdca-df11-9e98-0025b3e6b7d8","1401",,"","1"
"LK Biler ApS","d4e99a0a-e60c-e011-90d0-0025b3e6b7d8","6744","https://www.lkbiler.dk","lkbiler.dk","1"
"Porsche Center Aarhus","b9d5b316-e60c-e011-90d0-0025b3e6b7d8","8433","http://www.porsche.dk/","porsche.dk","1"
"Ottosen Biler","dbd5b316-e60c-e011-90d0-0025b3e6b7d8","9648","https://www.ottosenbiler.dk/","ottosenbiler.dk","1"
"B-G Auto","e74590fe-e50c-e011-90d0-0025b3e6b7d8","8898","https://bg-auto.dk/","bg-auto.dk","1"
"Conradsen Biler","1d808804-e60c-e011-90d0-0025b3e6b7d8","6792","http://www.conradsenbiler.dk/","conradsenbiler.dk","1"
"LC BILER / Egedal Autocenter A/S","cbe99a0a-e60c-e011-90d0-0025b3e6b7d8","9537","https://lcbiler.dk/","lcbiler.dk","1"
"Øxenholt biler","869a5cf6-1e01-e011-9179-0025b3e6b7d8","9655","https://www.oxenholtbiler.dk/","oxenholtbiler.dk","1"
"Helge Andersen Fr.Havn A/S","4ab2502a-fdca-df11-9e98-0025b3e6b7d8","3041","https://www.fiat-frederikshavn.dk/","fiat-frederikshavn.dk","1"
"Dreyer Automobiler A/S","b4b2502a-fdca-df11-9e98-0025b3e6b7d8","1182","https://www.dreyer-auto.dk/","dreyer-auto.dk","1"
"Karvil Biler A/S","ebb2502a-fdca-df11-9e98-0025b3e6b7d8","1282","https://www.hyundai-roskilde.dk/","hyundai-roskilde.dk","1"
"Henrik Wessel A/S, Amager","99b1502a-fdca-df11-9e98-0025b3e6b7d8","1096","http://www.henrikwessel.com/","henrikwessel.com","1"
"PJ Biler","a6b1502a-fdca-df11-9e98-0025b3e6b7d8","2259","http://www.pjbiler.dk/","pjbiler.dk","1"
"Carl Edelholt Automobiler A/S","eeb1502a-fdca-df11-9e98-0025b3e6b7d8","2313","https://www.edelholt.dk/","edelholt.dk","1"
"Morten Damgaard Auto ApS","1c113442-fdca-df11-9e98-0025b3e6b7d8","5437","http://www.mdak.dk/","mdak.dk","1"
"Hammer-Høyer Biler A/S","3f113442-fdca-df11-9e98-0025b3e6b7d8","5469","http://www.hhbiler.dk/","hhbiler.dk","1"
"Hansen Biler Stenderup A/S","e44f2c48-fdca-df11-9e98-0025b3e6b7d8","6017","http://www.hansenbiler.dk/","hansenbiler.dk","1"
"Autocentralen Vejen A/S","08103442-fdca-df11-9e98-0025b3e6b7d8","4367","https://www.autocentralen.com/","autocentralen.com","1"
"Tang Biler, Holstebro A/S","5c103442-fdca-df11-9e98-0025b3e6b7d8","2802","https://www.tangbiler.dk","tangbiler.dk","1"
"Vejen Biler I/S","a2103442-fdca-df11-9e98-0025b3e6b7d8","7248","https://www.vejenbiler.dk","vejenbiler.dk","1"
"Gærum Auto","73512c48-fdca-df11-9e98-0025b3e6b7d8","4673","https://www.gærumauto.dk/","gærumauto.dk","1"
